"07124: Halvårlige befolkningsendringer i Longyearbyen og Ny-Ålesund, etter statistikkvariabel og halvår"

"statistikkvariabel";"2021H1";"2021H2";"2022H1";"2022H2";"2023H1";"2023H2";"2024H1"
"Døde";0;0;0;0;1;2;1
