"13880: Innvandrere og norskfødte med innvandrerforeldre, etter kjønn, statistikkvariabel og år"

"kjønn";"Innvandrere 2020";"Innvandrere 2021";"Innvandrere 2022";"Innvandrere 2023";"Innvandrere 2024";"Norskfødte med innvandrerforeldre 2020";"Norskfødte med innvandrerforeldre 2021";"Norskfødte med innvandrerforeldre 2022";"Norskfødte med innvandrerforeldre 2023";"Norskfødte med innvandrerforeldre 2024"
"Begge kjønn";790499;800094;819357;877226;931080;188755;197848;205819;213812;221461
